t_0,t_1,t_2,t_3,t_4,real_0,real_1,real_2,real_3,real_4,real_5,real_6,real_7,real_8,real_9,real_10,real_11,real_12,real_13,real_14,real_15,real_16,real_17,real_18,real_19,real_20,real_21,real_22,real_23,real_24,real_25,real_26,real_27,real_28,real_29,real_30,real_31,real_32,real_33,real_34,real_35,real_36,real_37,real_38,real_39,real_40,real_41,real_42,real_43,real_44,real_45,real_46,real_47,real_48,real_49,real_50,real_51,real_52,real_53,real_54,real_55,real_56,real_57,real_58,real_59,real_60,real_61,real_62,real_63,real_64,real_65,real_66,real_67,real_68,real_69,real_70,real_71,real_72,real_73,real_74,real_75,real_76,real_77,real_78,real_79,real_80,real_81,real_82,real_83,real_84,real_85,real_86,real_87,real_88,real_89,real_90,real_91,real_92,real_93,real_94,real_95,real_96,real_97,real_98,real_99,imag_0,imag_1,imag_2,imag_3,imag_4,imag_5,imag_6,imag_7,imag_8,imag_9,imag_10,imag_11,imag_12,imag_13,imag_14,imag_15,imag_16,imag_17,imag_18,imag_19,imag_20,imag_21,imag_22,imag_23,imag_24,imag_25,imag_26,imag_27,imag_28,imag_29,imag_30,imag_31,imag_32,imag_33,imag_34,imag_35,imag_36,imag_37,imag_38,imag_39,imag_40,imag_41,imag_42,imag_43,imag_44,imag_45,imag_46,imag_47,imag_48,imag_49,imag_50,imag_51,imag_52,imag_53,imag_54,imag_55,imag_56,imag_57,imag_58,imag_59,imag_60,imag_61,imag_62,imag_63,imag_64,imag_65,imag_66,imag_67,imag_68,imag_69,imag_70,imag_71,imag_72,imag_73,imag_74,imag_75,imag_76,imag_77,imag_78,imag_79,imag_80,imag_81,imag_82,imag_83,imag_84,imag_85,imag_86,imag_87,imag_88,imag_89,imag_90,imag_91,imag_92,imag_93,imag_94,imag_95,imag_96,imag_97,imag_98,imag_99
0.0,0.001,0.002,0.003,0.004,0.0,0.044856418,0.08966767,0.13438864,0.17897429,0.22337972,0.2675602,0.3114713,0.3550688,0.39830875,0.44114763,0.48354232,0.5254501,0.56682885,0.6076368,0.64783293,0.68737674,0.7262285,0.76434886,0.8016997,0.83824325,0.8739428,0.9087623,0.94266677,0.9756221,1.0075951,1.0385534,1.0684661,1.0973028,1.1250347,1.1516337,1.1770732,1.2013276,1.2243721,1.2461839,1.2667409,1.2860224,1.304009,1.3206825,1.3360262,1.3500247,1.3626639,1.3739308,1.3838145,1.3923047,1.3993928,1.4050721,1.4093364,1.4121819,1.4136052,1.4136052,1.4121819,1.4093364,1.4050721,1.3993928,1.3923047,1.3838145,1.3739308,1.3626639,1.3500247,1.3360262,1.3206825,1.304009,1.2860224,1.2667409,1.2461839,1.2243721,1.2013276,1.1770732,1.1516337,1.1250347,1.0973028,1.0684661,1.0385534,1.0075951,0.9756221,0.94266677,0.9087623,0.8739428,0.83824325,0.8016997,0.76434886,0.7262285,0.68737674,0.64783293,0.6076368,0.56682885,0.5254501,0.48354232,0.44114763,0.39830875,0.3550688,0.3114713,0.2675602,0.22337972,0.17897429,0.13438864,0.08966767,0.044856418,0.0,0.0,-0.0011069173,-0.00221272,-0.0033162946,-0.00441653,-0.005512318,-0.0066025564,-0.007686146,-0.008761996,-0.009829024,-0.010886155,-0.011932325,-0.012966479,-0.0139875775,-0.0149945915,-0.015986508,-0.016962325,-0.017921066,-0.01886176,-0.019783461,-0.020685242,-0.021566195,-0.022425434,-0.023262091,-0.024075326,-0.02486432,-0.025628276,-0.026366428,-0.027078029,-0.027762366,-0.028418748,-0.029046517,-0.029645035,-0.030213706,-0.030751953,-0.031259235,-0.031735044,-0.032178897,-0.03259035,-0.032968983,-0.03331442,-0.033626314,-0.03390435,-0.034148246,-0.03435776,-0.034532674,-0.03467282,-0.03477805,-0.034848265,-0.03488339,-0.03488339,-0.034848265,-0.03477805,-0.03467282,-0.034532674,-0.03435776,-0.034148246,-0.03390435,-0.033626314,-0.03331442,-0.032968983,-0.03259035,-0.032178897,-0.031735044,-0.031259235,-0.030751953,-0.030213706,-0.029645035,-0.029046517,-0.028418748,-0.027762366,-0.027078029,-0.026366428,-0.025628276,-0.02486432,-0.024075326,-0.023262091,-0.022425434,-0.021566195,-0.020685242,-0.019783461,-0.01886176,-0.017921066,-0.016962325,-0.015986508,-0.0149945915,-0.0139875775,-0.012966479,-0.011932325,-0.010886155,-0.009829024,-0.008761996,-0.007686146,-0.0066025564,-0.005512318,-0.00441653,-0.0033162946,-0.00221272,-0.0011069173,0.0
0.001,0.002,0.003,0.004,0.005,0.0,0.04485041,0.08965566,0.13437064,0.17895031,0.2233498,0.2675244,0.3114296,0.35502124,0.3982554,0.44108856,0.48347756,0.5253797,0.5667529,0.60755545,0.64774615,0.6872847,0.7261312,0.7642465,0.8015923,0.83813095,0.8738257,0.90864056,0.9425405,0.9754914,1.0074601,1.0384142,1.0683229,1.0971558,1.124884,1.1514795,1.1769156,1.2011666,1.2242081,1.246017,1.2665713,1.2858502,1.3038343,1.3205056,1.3358473,1.3498439,1.3624814,1.3737469,1.3836291,1.3921181,1.3992054,1.4048839,1.4091477,1.4119927,1.4134159,1.4134159,1.4119927,1.4091477,1.4048839,1.3992054,1.3921181,1.3836291,1.3737469,1.3624814,1.3498439,1.3358473,1.3205056,1.3038343,1.2858502,1.2665713,1.246017,1.2242081,1.2011666,1.1769156,1.1514795,1.124884,1.0971558,1.0683229,1.0384142,1.0074601,0.9754914,0.9425405,0.90864056,0.8738257,0.83813095,0.8015923,0.7642465,0.7261312,0.6872847,0.64774615,0.60755545,0.5667529,0.5253797,0.48347756,0.44108856,0.3982554,0.35502124,0.3114296,0.2675244,0.2233498,0.17895031,0.13437064,0.08965566,0.04485041,0.0,0.0,-0.0013282414,-0.0026551455,-0.003979376,-0.0052995994,-0.0066144867,-0.007922714,-0.009222964,-0.010513926,-0.011794303,-0.013062803,-0.0143181505,-0.01555908,-0.016784344,-0.017992707,-0.019182952,-0.020353882,-0.021504318,-0.0226331,-0.023739094,-0.024821183,-0.02587828,-0.02690932,-0.027913265,-0.028889103,-0.029835852,-0.030752558,-0.0316383,-0.032492183,-0.033313353,-0.034100976,-0.034854263,-0.035572454,-0.036254827,-0.036900695,-0.037509408,-0.038080353,-0.03861295,-0.03910667,-0.039561015,-0.03997552,-0.040349778,-0.040683404,-0.040976066,-0.04122747,-0.04143736,-0.04160553,-0.0417318,-0.041816052,-0.0418582,-0.0418582,-0.041816052,-0.0417318,-0.04160553,-0.04143736,-0.04122747,-0.040976066,-0.040683404,-0.040349778,-0.03997552,-0.039561015,-0.03910667,-0.03861295,-0.038080353,-0.037509408,-0.036900695,-0.036254827,-0.035572454,-0.034854263,-0.034100976,-0.033313353,-0.032492183,-0.0316383,-0.030752558,-0.029835852,-0.028889103,-0.027913265,-0.02690932,-0.02587828,-0.024821183,-0.023739094,-0.0226331,-0.021504318,-0.020353882,-0.019182952,-0.017992707,-0.016784344,-0.01555908,-0.0143181505,-0.013062803,-0.011794303,-0.010513926,-0.009222964,-0.007922714,-0.0066144867,-0.0052995994,-0.003979376,-0.0026551455,-0.0013282414,0.0
0.002,0.003,0.004,0.005,0.006,0.0,0.04484331,0.08964147,0.13434936,0.17892198,0.22331443,0.26748204,0.3113803,0.35496503,0.39819235,0.44101873,0.48340103,0.52529657,0.5666632,0.60745925,0.6476436,0.68717587,0.7260162,0.7641255,0.8014654,0.8379983,0.8736874,0.90849674,0.94239134,0.97533697,1.0073006,1.0382499,1.0681537,1.0969821,1.1247059,1.1512972,1.1767293,1.2009765,1.2240144,1.2458198,1.2663708,1.2856466,1.303628,1.3202966,1.3356358,1.3496302,1.3622656,1.3735293,1.3834101,1.3918978,1.398984,1.4046615,1.4089247,1.4117692,1.4131922,1.4131922,1.4117692,1.4089247,1.4046615,1.398984,1.3918978,1.3834101,1.3735293,1.3622656,1.3496302,1.3356358,1.3202966,1.303628,1.2856466,1.2663708,1.2458198,1.2240144,1.2009765,1.1767293,1.1512972,1.1247059,1.0969821,1.0681537,1.0382499,1.0073006,0.97533697,0.94239134,0.90849674,0.8736874,0.8379983,0.8014654,0.7641255,0.7260162,0.68717587,0.6476436,0.60745925,0.5666632,0.52529657,0.48340103,0.44101873,0.39819235,0.35496503,0.3113803,0.26748204,0.22331443,0.17892198,0.13434936,0.08964147,0.04484331,0.0,0.0,-0.0015495332,-0.0030975062,-0.0046423604,-0.0061825397,-0.007716494,-0.009242678,-0.010759557,-0.0122656,-0.013759294,-0.015239133,-0.016703628,-0.018151302,-0.019580701,-0.020990383,-0.02237893,-0.023744943,-0.025087047,-0.02640389,-0.027694149,-0.02895652,-0.030189734,-0.031392552,-0.032563757,-0.033702176,-0.034806658,-0.03587609,-0.0369094,-0.037905548,-0.03886353,-0.03978237,-0.040661164,-0.041499007,-0.04229507,-0.043048542,-0.043758668,-0.044424735,-0.045046065,-0.045622043,-0.04615208,-0.046635646,-0.047072258,-0.04746147,-0.047802888,-0.048096176,-0.048341036,-0.04853722,-0.04868453,-0.04878282,-0.04883199,-0.04883199,-0.04878282,-0.04868453,-0.04853722,-0.048341036,-0.048096176,-0.047802888,-0.04746147,-0.047072258,-0.046635646,-0.04615208,-0.045622043,-0.045046065,-0.044424735,-0.043758668,-0.043048542,-0.04229507,-0.041499007,-0.040661164,-0.03978237,-0.03886353,-0.037905548,-0.0369094,-0.03587609,-0.034806658,-0.033702176,-0.032563757,-0.031392552,-0.030189734,-0.02895652,-0.027694149,-0.02640389,-0.025087047,-0.023744943,-0.02237893,-0.020990383,-0.019580701,-0.018151302,-0.016703628,-0.015239133,-0.013759294,-0.0122656,-0.010759557,-0.009242678,-0.007716494,-0.0061825397,-0.0046423604,-0.0030975062,-0.0015495332,0.0
0.003,0.004,0.005,0.006,0.007,0.0,0.044835117,0.08962509,0.13432482,0.17888929,0.22327365,0.26743317,0.31132343,0.35490018,0.3981196,0.44093814,0.48331273,0.5252006,0.5665597,0.60734826,0.6475253,0.68705034,0.7258836,0.76398593,0.801319,0.8378452,0.87352777,0.9083308,0.94221914,0.9751588,1.0071166,1.0380602,1.0679587,1.0967817,1.1245005,1.1510869,1.1765143,1.200757,1.2237908,1.2455922,1.2661394,1.2854117,1.3033898,1.3200554,1.3353919,1.3493837,1.3620168,1.3732784,1.3831574,1.3916435,1.3987284,1.4044049,1.4086673,1.4115113,1.412934,1.412934,1.4115113,1.4086673,1.4044049,1.3987284,1.3916435,1.3831574,1.3732784,1.3620168,1.3493837,1.3353919,1.3200554,1.3033898,1.2854117,1.2661394,1.2455922,1.2237908,1.200757,1.1765143,1.1510869,1.1245005,1.0967817,1.0679587,1.0380602,1.0071166,0.9751588,0.94221914,0.9083308,0.87352777,0.8378452,0.801319,0.76398593,0.7258836,0.68705034,0.6475253,0.60734826,0.5665597,0.5252006,0.48331273,0.44093814,0.3981196,0.35490018,0.31132343,0.26743317,0.22327365,0.17888929,0.13432482,0.08962509,0.044835117,0.0,0.0,-0.0017707873,-0.0035397916,-0.0053052315,-0.0070653297,-0.0088183135,-0.010562418,-0.012295887,-0.014016976,-0.01572395,-0.017415091,-0.019088697,-0.020743083,-0.022376582,-0.023987548,-0.025574364,-0.027135426,-0.028669165,-0.03017404,-0.031648528,-0.03309115,-0.034500454,-0.035875015,-0.037213456,-0.038514424,-0.039776616,-0.040998753,-0.042179607,-0.04331799,-0.044412754,-0.045462802,-0.04646707,-0.04742455,-0.04833428,-0.049195338,-0.050006863,-0.050768033,-0.051478084,-0.052136302,-0.052742023,-0.05329464,-0.05379359,-0.054238375,-0.054628547,-0.054963715,-0.055243537,-0.055467732,-0.055636078,-0.055748403,-0.05580459,-0.05580459,-0.055748403,-0.055636078,-0.055467732,-0.055243537,-0.054963715,-0.054628547,-0.054238375,-0.05379359,-0.05329464,-0.052742023,-0.052136302,-0.051478084,-0.050768033,-0.050006863,-0.049195338,-0.04833428,-0.04742455,-0.04646707,-0.045462802,-0.044412754,-0.04331799,-0.042179607,-0.040998753,-0.039776616,-0.038514424,-0.037213456,-0.035875015,-0.034500454,-0.03309115,-0.031648528,-0.03017404,-0.028669165,-0.027135426,-0.025574364,-0.023987548,-0.022376582,-0.020743083,-0.019088697,-0.017415091,-0.01572395,-0.014016976,-0.012295887,-0.010562418,-0.0088183135,-0.0070653297,-0.0053052315,-0.0035397916,-0.0017707873,0.0
0.004,0.005,0.006,0.007,0.008,0.0,0.044825833,0.08960653,0.13429701,0.17885226,0.22322741,0.2673778,0.31125897,0.35482672,0.39803717,0.44084686,0.48321265,0.5250919,0.5664424,0.6072225,0.64739126,0.6869081,0.7257333,0.76382774,0.80115306,0.83767176,0.8733469,0.9081427,0.94202405,0.9749569,1.006908,1.0378453,1.0677376,1.0965546,1.1242677,1.1508486,1.1762707,1.2005085,1.2235373,1.2453343,1.2658772,1.2851456,1.3031199,1.319782,1.3351153,1.3491043,1.3617347,1.3729941,1.3828709,1.3913554,1.3984388,1.4041141,1.4083756,1.411219,1.4126414,1.4126414,1.411219,1.4083756,1.4041141,1.3984388,1.3913554,1.3828709,1.3729941,1.3617347,1.3491043,1.3351153,1.319782,1.3031199,1.2851456,1.2658772,1.2453343,1.2235373,1.2005085,1.1762707,1.1508486,1.1242677,1.0965546,1.0677376,1.0378453,1.006908,0.9749569,0.94202405,0.9081427,0.8733469,0.83767176,0.80115306,0.76382774,0.7257333,0.6869081,0.64739126,0.6072225,0.5664424,0.5250919,0.48321265,0.44084686,0.39803717,0.35482672,0.31125897,0.2673778,0.22322741,0.17885226,0.13429701,0.08960653,0.044825833,0.0,0.0,-0.0019919982,-0.0039819907,-0.0059679737,-0.007947948,-0.009919918,-0.011881901,-0.013831919,-0.01576801,-0.017688222,-0.019590626,-0.021473303,-0.023334358,-0.025171917,-0.026984131,-0.028769175,-0.030525248,-0.032250587,-0.033943452,-0.035602137,-0.037224974,-0.03881033,-0.04035661,-0.04186225,-0.04332574,-0.044745605,-0.046120413,-0.047448784,-0.048729375,-0.049960904,-0.051142123,-0.052271847,-0.05334894,-0.05437231,-0.05534094,-0.05625384,-0.057110097,-0.05790885,-0.058649294,-0.059330683,-0.059952334,-0.060513612,-0.061013963,-0.061452877,-0.061829913,-0.06214469,-0.062396895,-0.06258627,-0.062712625,-0.062775835,-0.062775835,-0.062712625,-0.06258627,-0.062396895,-0.06214469,-0.061829913,-0.061452877,-0.061013963,-0.060513612,-0.059952334,-0.059330683,-0.058649294,-0.05790885,-0.057110097,-0.05625384,-0.05534094,-0.05437231,-0.05334894,-0.052271847,-0.051142123,-0.049960904,-0.048729375,-0.047448784,-0.046120413,-0.044745605,-0.04332574,-0.04186225,-0.04035661,-0.03881033,-0.037224974,-0.035602137,-0.033943452,-0.032250587,-0.030525248,-0.028769175,-0.026984131,-0.025171917,-0.023334358,-0.021473303,-0.019590626,-0.017688222,-0.01576801,-0.013831919,-0.011881901,-0.009919918,-0.007947948,-0.0059679737,-0.0039819907,-0.0019919982,0.0
0.005,0.006,0.007,0.008,0.009,0.0,0.04481546,0.089585796,0.13426593,0.17881086,0.22317575,0.26731592,0.3111869,0.35474458,0.39794505,0.44074482,0.4831008,0.52497035,0.5663113,0.60708195,0.6472414,0.6867491,0.7255653,0.76365095,0.80096763,0.83747786,0.87314475,0.9079325,0.941806,0.97473127,1.006675,1.037605,1.0674905,1.0963008,1.1240075,1.1505822,1.1759984,1.2002306,1.2232542,1.245046,1.2655842,1.2848481,1.3028183,1.3194766,1.3348063,1.348792,1.3614196,1.3726763,1.3825508,1.3910333,1.3981152,1.4037892,1.4080496,1.4108924,1.4123144,1.4123144,1.4108924,1.4080496,1.4037892,1.3981152,1.3910333,1.3825508,1.3726763,1.3614196,1.348792,1.3348063,1.3194766,1.3028183,1.2848481,1.2655842,1.245046,1.2232542,1.2002306,1.1759984,1.1505822,1.1240075,1.0963008,1.0674905,1.037605,1.006675,0.97473127,0.941806,0.9079325,0.87314475,0.83747786,0.80096763,0.76365095,0.7255653,0.6867491,0.6472414,0.60708195,0.5663113,0.52497035,0.4831008,0.44074482,0.39794505,0.35474458,0.3111869,0.26731592,0.22317575,0.17881086,0.13426593,0.089585796,0.04481546,0.0,0.0,-0.0022131607,-0.004424093,-0.0066305706,-0.008830371,-0.011021282,-0.013201093,-0.015367613,-0.01751866,-0.019652065,-0.021765685,-0.023857385,-0.025925066,-0.02796664,-0.029980056,-0.031963285,-0.033914328,-0.03583122,-0.037712038,-0.03955488,-0.041357893,-0.043119267,-0.044837218,-0.046510026,-0.048136,-0.049713504,-0.05124095,-0.052716807,-0.054139577,-0.055507835,-0.0568202,-0.058075354,-0.05927203,-0.06040902,-0.06148519,-0.062499445,-0.06345077,-0.06433821,-0.065160856,-0.0659179,-0.06660856,-0.06723216,-0.067788064,-0.068275705,-0.06869461,-0.06904433,-0.06932454,-0.069534935,-0.06967532,-0.06974555,-0.06974555,-0.06967532,-0.069534935,-0.06932454,-0.06904433,-0.06869461,-0.068275705,-0.067788064,-0.06723216,-0.06660856,-0.0659179,-0.065160856,-0.06433821,-0.06345077,-0.062499445,-0.06148519,-0.06040902,-0.05927203,-0.058075354,-0.0568202,-0.055507835,-0.054139577,-0.052716807,-0.05124095,-0.049713504,-0.048136,-0.046510026,-0.044837218,-0.043119267,-0.041357893,-0.03955488,-0.037712038,-0.03583122,-0.033914328,-0.031963285,-0.029980056,-0.02796664,-0.025925066,-0.023857385,-0.021765685,-0.019652065,-0.01751866,-0.015367613,-0.013201093,-0.011021282,-0.008830371,-0.0066305706,-0.004424093,-0.0022131607,0.0
0.006,0.007,0.008,0.009,0.01,0.0,0.044803996,0.08956287,0.13423157,0.1787651,0.22311865,0.26724753,0.3111073,0.35465384,0.39784324,0.44063205,0.4829772,0.524836,0.5661664,0.6069267,0.64707583,0.6865734,0.7253797,0.76345557,0.8007627,0.8372636,0.87292135,0.90770024,0.9415651,0.9744819,1.0064174,1.0373396,1.0672174,1.0960203,1.1237198,1.1502879,1.1756976,1.1999235,1.2229412,1.2447275,1.2652605,1.2845194,1.302485,1.319139,1.3344648,1.348447,1.3610712,1.3723251,1.3821971,1.3906775,1.3977574,1.40343,1.4076893,1.4105314,1.4119531,1.4119531,1.4105314,1.4076893,1.40343,1.3977574,1.3906775,1.3821971,1.3723251,1.3610712,1.348447,1.3344648,1.319139,1.302485,1.2845194,1.2652605,1.2447275,1.2229412,1.1999235,1.1756976,1.1502879,1.1237198,1.0960203,1.0672174,1.0373396,1.0064174,0.9744819,0.9415651,0.90770024,0.87292135,0.8372636,0.8007627,0.76345557,0.7253797,0.6865734,0.64707583,0.6069267,0.5661664,0.524836,0.4829772,0.44063205,0.39784324,0.35465384,0.3111073,0.26724753,0.22311865,0.1787651,0.13423157,0.08956287,0.044803996,0.0,0.0,-0.0024342693,-0.0048660873,-0.007293006,-0.009712581,-0.012122376,-0.014519965,-0.016902935,-0.019268883,-0.02161543,-0.023940211,-0.026240887,-0.028515141,-0.030760683,-0.032975253,-0.035156615,-0.03730258,-0.039410986,-0.041479707,-0.04350666,-0.045489807,-0.04742715,-0.049316738,-0.051156666,-0.052945085,-0.054680195,-0.056360245,-0.057983544,-0.05954846,-0.061053414,-0.062496893,-0.06387744,-0.065193675,-0.06644426,-0.067627944,-0.06874353,-0.0697899,-0.070765994,-0.07167084,-0.07250351,-0.073263176,-0.073949076,-0.074560516,-0.075096875,-0.07555763,-0.07594229,-0.07625049,-0.07648191,-0.07663632,-0.07671356,-0.07671356,-0.07663632,-0.07648191,-0.07625049,-0.07594229,-0.07555763,-0.075096875,-0.074560516,-0.073949076,-0.073263176,-0.07250351,-0.07167084,-0.070765994,-0.0697899,-0.06874353,-0.067627944,-0.06644426,-0.065193675,-0.06387744,-0.062496893,-0.061053414,-0.05954846,-0.057983544,-0.056360245,-0.054680195,-0.052945085,-0.051156666,-0.049316738,-0.04742715,-0.045489807,-0.04350666,-0.041479707,-0.039410986,-0.03730258,-0.035156615,-0.032975253,-0.030760683,-0.028515141,-0.026240887,-0.023940211,-0.02161543,-0.019268883,-0.016902935,-0.014519965,-0.012122376,-0.009712581,-0.007293006,-0.0048660873,-0.0024342693,0.0
0.007,0.008,0.009,0.01,0.011,0.0,0.044791438,0.08953777,0.13419396,0.178715,0.22305611,0.26717263,0.3110201,0.3545544,0.39773172,0.44050857,0.48284185,0.5246889,0.5660077,0.60675657,0.64689445,0.686381,0.7251764,0.7632416,0.8005383,0.8370289,0.87267673,0.90744585,0.94130117,0.9742088,1.0061353,1.0370489,1.0669181,1.0957131,1.1234049,1.1499654,1.1753681,1.1995872,1.2225984,1.2443787,1.2649058,1.2841594,1.30212,1.3187693,1.3340908,1.348069,1.3606898,1.3719405,1.3818097,1.3902876,1.3973657,1.4030366,1.4072949,1.4101361,1.4115574,1.4115574,1.4101361,1.4072949,1.4030366,1.3973657,1.3902876,1.3818097,1.3719405,1.3606898,1.348069,1.3340908,1.3187693,1.30212,1.2841594,1.2649058,1.2443787,1.2225984,1.1995872,1.1753681,1.1499654,1.1234049,1.0957131,1.0669181,1.0370489,1.0061353,0.9742088,0.94130117,0.90744585,0.87267673,0.8370289,0.8005383,0.7632416,0.7251764,0.686381,0.64689445,0.60675657,0.5660077,0.5246889,0.48284185,0.44050857,0.39773172,0.3545544,0.3110201,0.26717263,0.22305611,0.178715,0.13419396,0.08953777,0.044791438,0.0,0.0,-0.0026553187,-0.0053079636,-0.007955264,-0.010594554,-0.013223176,-0.015838483,-0.018437844,-0.021018637,-0.023578268,-0.026114156,-0.02862375,-0.031104524,-0.033553977,-0.03596964,-0.038349092,-0.040689927,-0.042989787,-0.045246363,-0.047457382,-0.049620613,-0.051733878,-0.053795055,-0.055802062,-0.057752885,-0.059645552,-0.061478164,-0.06324887,-0.06495589,-0.06659751,-0.06817206,-0.06967798,-0.071113735,-0.072477885,-0.07376905,-0.074985944,-0.07612733,-0.07719206,-0.07817907,-0.079087354,-0.07991601,-0.08066419,-0.08133115,-0.08191622,-0.08241881,-0.0828384,-0.08317459,-0.08342703,-0.083595455,-0.08367971,-0.08367971,-0.083595455,-0.08342703,-0.08317459,-0.0828384,-0.08241881,-0.08191622,-0.08133115,-0.08066419,-0.07991601,-0.079087354,-0.07817907,-0.07719206,-0.07612733,-0.074985944,-0.07376905,-0.072477885,-0.071113735,-0.06967798,-0.06817206,-0.06659751,-0.06495589,-0.06324887,-0.061478164,-0.059645552,-0.057752885,-0.055802062,-0.053795055,-0.051733878,-0.049620613,-0.047457382,-0.045246363,-0.042989787,-0.040689927,-0.038349092,-0.03596964,-0.033553977,-0.031104524,-0.02862375,-0.026114156,-0.023578268,-0.021018637,-0.018437844,-0.015838483,-0.013223176,-0.010594554,-0.007955264,-0.0053079636,-0.0026553187,0.0
0.008,0.009,0.01,0.011,0.012,0.0,0.04477779,0.08951049,0.13415307,0.17866056,0.22298814,0.2670912,0.31092533,0.35444638,0.39761055,0.44037434,0.48269472,0.52452904,0.56583524,0.6065717,0.64669734,0.6861718,0.72495544,0.7630091,0.8002944,0.8367739,0.87241083,0.90716934,0.9410144,0.97391194,1.0058289,1.0367329,1.066593,1.0953794,1.1230626,1.149615,1.17501,1.1992217,1.2222259,1.2439995,1.2645204,1.2837682,1.3017231,1.3183675,1.3336843,1.3476583,1.3602751,1.3715224,1.3813888,1.3898641,1.3969399,1.4026091,1.4068661,1.4097064,1.4111273,1.4111273,1.4097064,1.4068661,1.4026091,1.3969399,1.3898641,1.3813888,1.3715224,1.3602751,1.3476583,1.3336843,1.3183675,1.3017231,1.2837682,1.2645204,1.2439995,1.2222259,1.1992217,1.17501,1.149615,1.1230626,1.0953794,1.066593,1.0367329,1.0058289,0.97391194,0.9410144,0.90716934,0.87241083,0.8367739,0.8002944,0.7630091,0.72495544,0.6861718,0.64669734,0.6065717,0.56583524,0.52452904,0.48269472,0.44037434,0.39761055,0.35444638,0.31092533,0.2670912,0.22298814,0.17866056,0.13415307,0.08951049,0.04477779,0.0,0.0,-0.0028763034,-0.0057497104,-0.0086173285,-0.011476269,-0.014323654,-0.017156616,-0.019972304,-0.02276788,-0.02554053,-0.028287465,-0.031005917,-0.033693146,-0.03634645,-0.038963158,-0.041540634,-0.04407628,-0.046567544,-0.04901192,-0.051406946,-0.05375021,-0.05603935,-0.058272064,-0.060446102,-0.06255928,-0.06460946,-0.066594586,-0.068512656,-0.07036174,-0.07213998,-0.07384557,-0.07547682,-0.07703206,-0.07850974,-0.07990836,-0.08122653,-0.0824629,-0.08361625,-0.08468539,-0.08566927,-0.08656689,-0.08737734,-0.08809981,-0.08873357,-0.08927798,-0.0897325,-0.09009666,-0.0903701,-0.09055255,-0.09064382,-0.09064382,-0.09055255,-0.0903701,-0.09009666,-0.0897325,-0.08927798,-0.08873357,-0.08809981,-0.08737734,-0.08656689,-0.08566927,-0.08468539,-0.08361625,-0.0824629,-0.08122653,-0.07990836,-0.07850974,-0.07703206,-0.07547682,-0.07384557,-0.07213998,-0.07036174,-0.068512656,-0.066594586,-0.06460946,-0.06255928,-0.060446102,-0.058272064,-0.05603935,-0.05375021,-0.051406946,-0.04901192,-0.046567544,-0.04407628,-0.041540634,-0.038963158,-0.03634645,-0.033693146,-0.031005917,-0.028287465,-0.02554053,-0.02276788,-0.019972304,-0.017156616,-0.014323654,-0.011476269,-0.0086173285,-0.0057497104,-0.0028763034,0.0
